Nro,Job Title,Description,Majors/Concentrations,Qualifications
1295,Analista de Gestión y Proyectos,"


Evaluar los procesos existentes y proponer la reasignación o balance de los recursos de acuerdo a las necesidades.





Establecer sistemas de control y medición de las metas de los principales procesos que existen en la oficina.





Planificar y dar seguimiento a los proyectos de la Oficina.





Realizar el control presupuestal y proponer la reasignación de los recursos para asegurar el cumplimiento de las metas o de los calendarios.





Proponer y coordinar los plazos de las actividades del calendario académico institucional.





Formular o coordinar la formulación y ejecución de los proyectos que le sean encomendados, proponiendo procedimientos y metodologías para agilizar y mejorar los diferentes procesos de la oficina.





Mantener actualizada la matriz de proyectos de la oficina y controlar la adecuada ejecución de estos proyectos.





Brindar soporte a los proyectos que sean encomendados a los diferentes miembros de la oficina.





Coordinar con la dirección de tecnologías de Información los requerimientos informáticos o de sistemas de la Secretaria General.





Efectuar el seguimiento al proceso de encuestas sobre opinión de docentes.





Otras tareas que le sean asignadas.","ADMINISTRACIÓN, ECONOMÍA, GESTIÓN, GESTIÓN EMPRESARIAL, GESTIÓN INSTITUCIONAL, GESTIÓN PÚBLICA, GESTIÓN SOCIAL, INGENIERÍA CIVIL, INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA DE MINAS, INGENIERÍA ELECTRÓNICA, INGENIERÍA INDUSTRIAL, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","•Experiencia laboral de 3 años en el sector.
•Dominio del office, base de datos a nivel intermedio.
•Capacidad para trabajar en equipo, orientación al servicio."
1296,Ingeniero de Mantenimiento y Re-Calificación,"Funciones a Desarrollar:

Identificar dentro de la cartera activa el número de instalaciones de GLP que deberán pasar por el proceso de re calificación de tanques (emisiones acústicas y cambio de válvulas), rotación de tanques y adecuación de instalaciones de acuerdo a norma. 
Programar y coordinar las visitas de inspección para levantamiento de información en cada instalación. 
Alcanzar las Órdenes de Servicio a las EECC, para que ejecuten las actividades derivadas de las inspecciones realizadas. 
Autorización del envío de tanques a las instalaciones de los clientes para el proceso de rotación. 
Seguimiento a los trabajos de adecuación de las instalaciones para poder cumplir con los plazos. 
Emisión de Certificados de Conformidad de Instalaciones (CCI) desde la plataforma virtual de Osinergmin. 
Administración de Contratos Empresas Contratistas. 
Procesar (aprobar u observar) las certificaciones de las EECC en plazos no mayores a 7 días hábiles de recibidas. 
Registro y custodia de documentación técnica procesada.","INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Experiencia en: Manejo de Información y elaboración de informes, Gestión de persona y empresas contratista, procesos, Cálculo y diseño de redes (tuberías), Normativas Técnicas sector hidrocarburos GLP.

Competencias Técnicas: 
Gestión de Proyectos.				
Gestión de Mantenimientos.	
Diseño de instalaciones de GLP.
Conocimiento de Normativas Técnicas.
Conocimiento de Sistemas de integridad.
Control de Costos.
Reporting y Control.

Conocimientos de computación:
Microsoft Office Avanzado , CAD Intermedio, Proyectos, Entorno SAP"
1297,Desarrollador Unreal Engine,"Funciones
- Diseñar e implementar algoritmos de IA para videojuegos.- Realizar prototipado rápido de mecánicas, simulaciones e interacciones 2D y 3D, manejo de cámara 3D, entre otras soluciones propuestas por el equipo de desarrollo.- Programar e integrar los módulos del videojuego.- Diseñar y ejecutar pruebas unitarias y de integración para videojuegos.- Documentar según metodología de desarrollo.
Beneficios
- Participación en un proyecto de investigación académica.- Desarrollo profesional.- Excelente ambiente laboral.- Trabajo multidisciplinar con profesionales de diferentes ramas: diseñadores, artistas, músicos, psicólogos, etc.- Una hora a la semana de actividades recreativas.","INGENIERÍA ELECTRÓNICA, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","- Experiencia de desarrollo y programación usando el motor Unreal Engine, con conocimiento del pipeline de assets, Blueprints, C++ y las herramientas y características internas del motor en la versión 4.X
- Haber participado en el desarrollo de, al menos, un (1) proyecto utilizando Unreal Engine.
- Pago por recibo por honorarios."
1298,Programador En JAVA,"Funciones y Responsabilidades
Analizar los procedimientos del CCSI y formular mejoras, participación activa en la elaboración de aplicativos e integración de bases de datos.Desarrollar y actualizar el Procedimiento de Notificación y Respuesta a Incidentes de Seguridad de la Información y catálogo de incidentes.Notificar y canalizar los incidentes de seguridad de la información.Gestionar los riesgos a los procesos críticos corporativos, proyectos de sistemas de información y comerciales.Gestionar la atención de los requerimientos para los accesos a la RCOTP.Elaborar el Plan Acción de las recomendaciones de las Auditorías internas y Externas.Evaluar los riesgos asociados y atender los requerimientos de perímetro a nivel corporativo y externo solicitados vía Remedy y OTROS.Elaboración de informe semanal para la presentación al comité de seguridad.Otras funciones que su jefe inmediato designe. 

 ","INGENIERÍA ELECTRÓNICA, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA","Estudios, conocimientos, experiencia y competencias:

Profesional Bachiller de las carreras de  Ingeniería de Sistemas, Electrónico, Informático o carreras afines.
Manejo de Scripts.
Manejo de Base de Datos (Oracle).
Experiencia mínima de 3 años como programador en java.
Comunicación a todo nivel y relaciones transparentes.
Capacidad para el trabajo en equipo.
Capacidad de análisis.
Facilidad para el aprendizaje de nuevas herramientas y tecnologías de información.
Compromiso con Clientes."
1299,Ingeniero de proyectos,"Misión del Puesto: Diseño y construcción de instalaciones de GLP de nuestra área de B2B y B2C bajo los estándares normativos y de seguridad vigentes.
Funciones: 

Visitar sus proyectos y levantar información y con dicha información diseñar la instalación. 
Factibilidad de proyectos.
Velar por el cumplimiento de la normatividad. 
Elaboración de presupuestos.","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","EXPERIENCIA EN: Proyectos de glp,  gas natural, de refrigeración. 

Competencias técnicas:
Gestión de proyectos y mantenimiento.							
Diseño de Instalaciones de GLP.				
Conocimiento de Normativas Técnicas.					
Técnica de seguridad e identificación de peligros."
1300,Residente De Obra,"Elaborar el plan de ejecución del proyecto.
Vigilar la ejecución correcta de la fabricación o montaje, acorde a los planos y especificaciones.
Ordenar los ensayos y pruebas de resistencia de materiales que sean pertinentes.
Elaborar las propuestas técnicas y económicas en coordinación las áreas involucradas.
Responsable del control de calidad en materiales, maquinaria y equipos dispuestos para el proyecto.
Levantar actas de obra.
Responsable de las coordinaciones con seguridad y calidad.
Pasar periódicamente los informes de avance y valorización de contratistas.
Negociación con contratistas.
Supervisar la gestión administrativa.
Otras relacionadas directamente al puesto.","INGENIERÍA CIVIL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Experiencia mínima de 5 años. (Indispensable).

Experiencia indispensable en montaje de estructuras metálicas.

Especialidad en gerencia de proyectos.

Programas de diseño y estructurales (Tekla, Solidwork, Auto Cad)."
1301,"Ingeniero de Normalización,Desarrollo e Innovación","Funciones a Desarrollar:

Identificar dentro de la cartera activa el número de instalaciones de GLP que deberán pasar por el proceso de re calificación de tanques (emisiones acústicas y cambio de válvulas), rotación de tanques y adecuación de instalaciones de acuerdo a norma. 
Programar y coordinar las visitas de inspección para levantamiento de información en cada instalación. 
Alcanzar las Órdenes de Servicio a las EECC, para que ejecuten las actividades derivadas de las inspecciones realizadas. 
Autorización del envío de tanques a las instalaciones de los clientes para el proceso de rotación. 
Seguimiento a los trabajos de adecuación de las instalaciones para poder cumplir con los plazos. 
Emisión de Certificados de Conformidad de Instalaciones (CCI) desde la plataforma virtual de Osinergmin. 
Administración de Contratos Empresas Contratistas.
Procesar (aprobar u observar) las certificaciones de las EECC en plazos no mayores a 7 días hábiles de recibidas.
Registro y custodia de documentación técnica procesada.","INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","Experiencia en: Manejo de Información y elaboración de informes, Gestión de persona y empresas contratista, procesos, Cálculo y diseño de redes (tuberías), Normativas Técnicas sector hidrocarburos GLP.

Competencias Técnicas: 
Gestión de Proyectos.				
Gestión de Mantenimientos.	
Diseño de instalaciones de GLP.
Conocimiento de Normativas Técnicas.
Conocimiento de Sistemas de integridad.
Control de Costos.
Reporting y Control.

Conocimientos de computación:
Microsoft Office Avanzado , CAD Intermedio, Proyectos, Entorno SAP."
1302,Ingeniero del servicio nacional de emergencias,"Misión del cargo: Asegurar una correcta e inmediata atención de los incidentes en clientes, buscando minimizar los daños y ejecutando acciones de mejora que eviten la repetición de los eventos.
Principales funciones: 

Elaborar y hacer seguimiento al Plan de Seguridad del área.
Llevar el control de las emergencias ocurridas en las instalaciones a nivel nacional. Propuestas de mejoras.
Verificar que los locales de venta cumplan con la normativa vigente.
Liderar el sistema de brigadas para atenciones de emergencias.
Capacitar a personal interno y externo en labores seguras.
Realizar reportes y cuadros de control.","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","2 años de experiencia en Seguridad Industrial.

Conocimientos de computación en: MS OFFICE, Autocad, SAP. 

COMPETENCIAS TÉCNICAS PARA EL PUESTO:
Conocimiento de instalaciones de GLP.
Técnicas de seguridad e identificación de peligros.
Conocimiento de Normtaivas Técnicas (NTP 321.123, NTP 321.121, NFPA 58, DS 027-1994).
Conocimiento del sistema de brigadas para atenciones de emergencias."
1303,Programa Trainee," Somos una empresa que busca mejorar la calidad de vida de los seres humanos. American Glass Products es una empresa líder mundial en la producción especializada de vidrios, somos líder mundial en vidrio blindado curvo automotriz con una participación del 40% del mercado mundial. A lo largo de 50 años se ha desarrollado un portafolio de productos para el sector automotriz, naval, arquitectónico y militar. Sus fábricas radican en Perú, Brasil y Colombia, además de presencia comercial en los 5 continentes. Participa de nuestro programa TRAINEE 2017. ¡Buscamos talentos cómo tú! Convocatoria para áreas de Calidad, PCP, Costos, Procesos, R&D y Proyectos Industriales.
 Experiencia:  • Deseable mínimo 6 meses de experiencia.  Conocimientos: • Contar con un nivel de inglés avanzado. • Office avanzado.  Horario y condiciones: • Lugar de trabajo: Cercado de Lima. • Horario de trabajo: Lunes -Viernes.  • Sueldo acorde al mercado.","INGENIERÍA CIVIL, INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA, QUÍMICA",•	Deseable mínimo  6 meses de experiencia en empresas industriales.
1304,Consultor Comercial,"


Buscar nuevos clientes y mantener las relaciones con los clientes actuales.





Identificar cuales son las necesidades de solución que requiera el cliente.





Dar seguimiento al envió de la cotización al cliente.





Cumplir con las metas mensuales de venta.





Comprender y estar atento al avance tecnológico del sector.","INGENIERÍA DE LAS TELECOMUNICACIONES, INGENIERÍA ELECTRÓNICA, INGENIERÍA INDUSTRIAL, INGENIERÍA INFORMÁTICA, INGENIERÍA MECATRÓNICA","Contar con 3 años de experiencia en ventas consultivas del sector de Telecomunicaciones o en el área de Preventa. Dominio de ingeniería de proyectos de fibra óptica, redes con switches e integración de proyectos en las especialidades de redes, eléctrico y torres."
1305,Ingeniero De Mantenimiento y Re Calificación,"Misión: Garantizar el correcto funcionamiento de las instalaciones y equipos de GLP a través de su permanente monitoreo, mantenimiento y/o reemplazo, bajo los estrictos estándares normativos y de seguridad.
Funciones:

Mantenimiento y fiscalización de instalaciones de GLP.
Mantenimiento de equipos (vaporizadores y quemadores).
Inspección total de tanques (recalificación o rotación).
Monitoreo de pruebas de resistencia a la presión hidrostática y ensayos de emisiones acústicas.","INGENIERÍA INDUSTRIAL, INGENIERÍA MECATRÓNICA, INGENIERÍA MECÁNICA","2 años de experiencia en mantenimiento de instalaciones. 
Conocimientos de computación: Microsoft Office, Autocad, SAP, MS Project.

Conocimientos técnicos:
Gestión de Mantenimiento.	
Diseño de Instalaciones de GLP.	
Conocimiento de Normativas Técnicas (NTP 321.121, 321.123, API 510, NFPA 58, ASME División VIII).	
Técnicas de seguridad e identificación de riesgos."
